geo,date,measure,businesses,active_businesses,percent
Canada,2026-03-01,Openings,47491,935719,5.075348475343559
Canada,2026-03-01,Closures,47578,935719,5.084646138424036
Canada,2026-04-01,Openings,47371,937066,5.055246908969059
Canada,2026-04-01,Closures,45566,937066,4.862624404257544
Canada,2026-05-01,Openings,46122,936959,4.922520622567263
Canada,2026-05-01,Closures,46858,936959,5.001072618972655
Ontario,2021-06-01,Openings,17450,337301,5.173420772544405
Ontario,2021-06-01,Closures,17700,337301,5.247538548655355
Ontario,2021-07-01,Openings,20369,343093,5.93687425858295
Ontario,2021-07-01,Closures,14090,343093,4.106758225903763
Ontario,2021-08-01,Openings,16922,343574,4.925285382479466
Ontario,2021-08-01,Closures,16054,343574,4.672646940688177
Ontario,2021-09-01,Openings,17370,344919,5.035964965687596
Ontario,2021-09-01,Closures,16206,344919,4.698494429126838
Ontario,2021-10-01,Openings,18092,347069,5.212796302752479
Ontario,2021-10-01,Closures,16015,347069,4.614356223114136
Ontario,2021-11-01,Openings,18310,348678,5.251263343256529
Ontario,2021-11-01,Closures,16233,348678,4.655584808906784
Ontario,2021-12-01,Openings,17334,349460,4.960224346134035
Ontario,2021-12-01,Closures,17536,349460,5.018027814342128
Ontario,2022-01-01,Openings,18068,352270,5.129020353705964
Ontario,2022-01-01,Closures,16320,352270,4.632810060464984
Ontario,2022-02-01,Openings,19222,353021,5.4450018554137
Ontario,2022-02-01,Closures,18580,353021,5.263142985828038
Ontario,2022-03-01,Openings,18310,354031,5.171863480881618
Ontario,2022-03-01,Closures,17485,354031,4.938833040044516
Ontario,2022-04-01,Openings,18397,355655,5.172709507809534
Ontario,2022-04-01,Closures,16395,355655,4.6098044453192
Ontario,2022-05-01,Openings,17766,356576,4.982388046307099
Ontario,2022-05-01,Closures,17125,356576,4.802622722785605
Ontario,2022-06-01,Openings,17663,356550,4.9538634132660215
Ontario,2022-06-01,Closures,16401,356550,4.599915860328144
Ontario,2022-07-01,Openings,18309,357016,5.128341586931678
Ontario,2022-07-01,Closures,17898,357016,5.013220695991216
Ontario,2022-08-01,Openings,18213,357215,5.098610080763686
Ontario,2022-08-01,Closures,17659,357215,4.943521408675448
Ontario,2022-09-01,Openings,17660,357440,4.940689346463742
Ontario,2022-09-01,Closures,17265,357440,4.830181289167413
Ontario,2022-10-01,Openings,17812,357377,4.984092429003546
Ontario,2022-10-01,Closures,18060,357377,5.053486933966092
Ontario,2022-11-01,Openings,17565,357153,4.918060327086711
Ontario,2022-11-01,Closures,17732,357153,4.964818999140425
Ontario,2022-12-01,Openings,17818,358295,4.972997111318885
Ontario,2022-12-01,Closures,16946,358295,4.729622238658089
Ontario,2023-01-01,Openings,18201,360943,5.042624458709547
Ontario,2023-01-01,Closures,16659,360943,4.61541018942049
Ontario,2023-02-01,Openings,17453,360476,4.841653813291315
Ontario,2023-02-01,Closures,17928,360476,4.973424028229341
Ontario,2023-03-01,Openings,16513,358837,4.601810850051695
Ontario,2023-03-01,Closures,17883,358837,4.983599796007658
Ontario,2023-04-01,Openings,18327,358396,5.1136173394792355
Ontario,2023-04-01,Closures,18281,358396,5.10078237480329
Ontario,2023-05-01,Openings,18893,359967,5.248536671417102
Ontario,2023-05-01,Closures,17559,359967,4.877947145154972
Ontario,2023-06-01,Openings,18922,360724,5.245561703684812
Ontario,2023-06-01,Closures,17599,360724,4.878799303622714
Ontario,2023-07-01,Openings,16793,360325,4.660514813016027
Ontario,2023-07-01,Closures,17252,360325,4.787899812669118
Ontario,2023-08-01,Openings,18396,360892,5.097369850259911
Ontario,2023-08-01,Closures,17645,360892,4.889274353546213
Ontario,2023-09-01,Openings,18191,360305,5.04877811853846
Ontario,2023-09-01,Closures,18389,360305,5.103731560761022
Ontario,2023-10-01,Openings,18094,360487,5.0193210850876735
Ontario,2023-10-01,Closures,17897,360487,4.964672789864822
Ontario,2023-11-01,Openings,17590,360722,4.8763313576660146
Ontario,2023-11-01,Closures,17555,360722,4.866628594873615
Ontario,2023-12-01,Openings,18485,361029,5.120087306005889
Ontario,2023-12-01,Closures,18201,361029,5.041423265167064
Ontario,2024-01-01,Openings,18687,362436,5.155944773697977
Ontario,2024-01-01,Closures,17805,362436,4.912591464424064
Ontario,2024-02-01,Openings,18248,362372,5.035709160751935
Ontario,2024-02-01,Closures,18148,362372,5.008113209629883
Ontario,2024-03-01,Openings,18081,362547,4.987215450686393
Ontario,2024-03-01,Closures,17804,362547,4.91081156374208
Ontario,2024-04-01,Openings,18447,361874,5.09763066702775
Ontario,2024-04-01,Closures,18705,361874,5.168926200832334
Ontario,2024-05-01,Openings,18261,361951,5.04515804625488
Ontario,2024-05-01,Closures,18194,361951,5.026647253357499
Ontario,2024-06-01,Openings,18125,360672,5.025341584597641
Ontario,2024-06-01,Closures,19140,360672,5.306760713335108
Ontario,2024-07-01,Openings,17914,360930,4.963289280469898
Ontario,2024-07-01,Closures,17420,360930,4.826420635580306
Ontario,2024-08-01,Openings,17706,360113,4.916790007580954
Ontario,2024-08-01,Closures,18839,360113,5.231413472993199
Ontario,2024-09-01,Openings,19422,360216,5.391764941035379
Ontario,2024-09-01,Closures,18775,360216,5.212150487485286
Ontario,2024-10-01,Openings,18973,360539,5.26239879735618
Ontario,2024-10-01,Closures,18743,360539,5.198605421327512
Ontario,2024-11-01,Openings,19586,361848,5.412770002874135
Ontario,2024-11-01,Closures,18379,361848,5.079204527868055
Ontario,2024-12-01,Openings,19314,360790,5.353252584606003
Ontario,2024-12-01,Closures,20581,360790,5.7044263976274285
Ontario,2025-01-01,Openings,18192,360152,5.051200604189343
Ontario,2025-01-01,Closures,18927,360152,5.255281103534063
Ontario,2025-02-01,Openings,18538,359913,5.150689194333075
Ontario,2025-02-01,Closures,18544,359913,5.15235626387488
Ontario,2025-03-01,Openings,18648,359595,5.185834063321237
Ontario,2025-03-01,Closures,18728,359595,5.208081313700135
Ontario,2025-04-01,Openings,18756,359437,5.218160623419403
Ontario,2025-04-01,Closures,18390,359437,5.116334712341801
Ontario,2025-05-01,Openings,18928,359364,5.267082957669661
Ontario,2025-05-01,Closures,19011,359364,5.290179316793001
Ontario,2025-06-01,Openings,18700,359512,5.2014953603774
Ontario,2025-06-01,Closures,18403,359512,5.118883375241995
Ontario,2025-07-01,Openings,19095,359286,5.314707503214709
Ontario,2025-07-01,Closures,19250,359286,5.3578486219891674
Ontario,2025-08-01,Openings,18586,359120,5.175428826019158
Ontario,2025-08-01,Closures,19097,359120,5.317721096012475
Ontario,2025-09-01,Openings,18771,359297,5.224368697762576
Ontario,2025-09-01,Closures,17783,359297,4.949387275707841
Ontario,2025-10-01,Openings,17622,358392,4.916962432197147
Ontario,2025-10-01,Closures,19461,358392,5.430087725172437
Ontario,2025-11-01,Openings,19134,358166,5.3422156206898475
Ontario,2025-11-01,Closures,19818,358166,5.53318852152354
Ontario,2025-12-01,Openings,19212,357875,5.368354872511351
Ontario,2025-12-01,Closures,19387,357875,5.417254628012574
Ontario,2026-01-01,Openings,19252,357136,5.3906635007392145
Ontario,2026-01-01,Closures,19716,357136,5.520585995251109
Ontario,2026-02-01,Openings,19357,356948,5.4229187444669815
Ontario,2026-02-01,Closures,19360,356948,5.423759203021168
Ontario,2026-03-01,Openings,19578,356597,5.490231269472261
Ontario,2026-03-01,Closures,19656,356597,5.51210470082474
Ontario,2026-04-01,Openings,19679,356897,5.5139157796226925
Ontario,2026-04-01,Closures,19064,356897,5.341597155481834
Ontario,2026-05-01,Openings,19225,356778,5.3885048966023685
Ontario,2026-05-01,Closures,19378,356778,5.4313887067027675
Region,2021-06-01,Openings,561,NA,NA
Region,2021-06-01,Closures,588,NA,NA
Region,2021-07-01,Openings,737,13010,5.664873174481168
Region,2021-07-01,Closures,512,13010,3.93543428132206
Region,2021-08-01,Openings,587,13052,4.497395035243641
Region,2021-08-01,Closures,535,13052,4.098988660741649
Region,2021-09-01,Openings,598,13107,4.56244754711223
Region,2021-09-01,Closures,562,13107,4.287785152971694
Region,2021-10-01,Openings,606,13187,4.595434898005612
Region,2021-10-01,Closures,533,13187,4.041859406991734
Region,2021-11-01,Openings,607,13230,4.5880574452003025
Region,2021-11-01,Closures,586,13230,4.429327286470143
Region,2021-12-01,Openings,606,13282,4.562565878632736
Region,2021-12-01,Closures,576,13282,4.336696280680621
Region,2022-01-01,Openings,604,NA,NA
Region,2022-01-01,Closures,722,NA,NA
Region,2022-02-01,Openings,642,13062,4.915020670647681
Region,2022-02-01,Closures,591,13062,4.524575103353238
Region,2022-03-01,Openings,622,13139,4.733998021158384
Region,2022-03-01,Closures,573,13139,4.361062485729508
Region,2022-04-01,Openings,598,13182,4.536489151873767
Region,2022-04-01,Closures,562,13182,4.263389470490062
Region,2022-05-01,Openings,582,13216,4.403753026634383
Region,2022-05-01,Closures,586,13216,4.434019370460049
Region,2022-06-01,Openings,596,13268,4.492010853180585
Region,2022-06-01,Closures,486,13268,3.6629484473922216
Region,2022-07-01,Openings,640,13311,4.808053489595072
Region,2022-07-01,Closures,624,13311,4.6878521523551955
Region,2022-08-01,Openings,610,13303,4.585431857475757
Region,2022-08-01,Closures,625,13303,4.698188378561227
Region,2022-09-01,Openings,589,13309,4.425576677436322
Region,2022-09-01,Closures,613,13309,4.6059057780449315
Region,2022-10-01,Openings,610,13287,4.590953563633627
Region,2022-10-01,Closures,660,13287,4.967261232783924
Region,2022-11-01,Openings,604,13276,4.549563121422115
Region,2022-11-01,Closures,637,13276,4.798131967460079
Region,2022-12-01,Openings,587,13262,4.426180063338863
Region,2022-12-01,Closures,603,13262,4.546825516513346
Region,2023-01-01,Openings,641,13363,4.796827059791963
Region,2023-01-01,Closures,578,13363,4.32537603831475
Region,2023-02-01,Openings,596,13296,4.482551143200963
Region,2023-02-01,Closures,610,13296,4.5878459687123945
Region,2023-03-01,Openings,584,13287,4.395273575675472
Region,2023-03-01,Closures,596,13287,4.485587416271543
Region,2023-04-01,Openings,632,13306,4.749736960769577
Region,2023-04-01,Closures,606,13306,4.554336389598677
Region,2023-05-01,Openings,637,13360,4.767964071856287
Region,2023-05-01,Closures,580,13360,4.341317365269461
Region,2023-06-01,Openings,647,13373,4.838106632767516
Region,2023-06-01,Closures,589,13373,4.404396919165483
Region,2023-07-01,Openings,586,13365,4.384586606808829
Region,2023-07-01,Closures,614,13365,4.594089038533483
Region,2023-08-01,Openings,614,13398,4.582773548290789
Region,2023-08-01,Closures,551,13398,4.112554112554113
Region,2023-09-01,Openings,643,13381,4.805320977505418
Region,2023-09-01,Closures,681,13381,5.0893057320080715
Region,2023-10-01,Openings,608,13373,4.546474239138563
Region,2023-10-01,Closures,608,13373,4.546474239138563
Region,2023-11-01,Openings,555,13344,4.159172661870503
Region,2023-11-01,Closures,584,13344,4.376498800959232
Region,2023-12-01,Openings,648,13398,4.83654276757725
Region,2023-12-01,Closures,621,13398,4.635020152261531
Region,2024-01-01,Openings,686,13503,5.080352514256091
Region,2024-01-01,Closures,611,13503,4.524920388061912
Region,2024-02-01,Openings,637,13408,4.750894988066825
Region,2024-02-01,Closures,649,13408,4.840393794749404
Region,2024-03-01,Openings,623,13392,4.6520310633213855
Region,2024-03-01,Closures,625,13392,4.666965352449223
Region,2024-04-01,Openings,632,13383,4.722409026376747
Region,2024-04-01,Closures,642,13383,4.797130688186505
Region,2024-05-01,Openings,639,13385,4.774000747104968
Region,2024-05-01,Closures,632,13385,4.721703399327605
Region,2024-06-01,Openings,624,13383,4.66263169692894
Region,2024-06-01,Closures,602,13383,4.498244040947471
Region,2024-07-01,Openings,563,13355,4.215649569449644
Region,2024-07-01,Closures,612,13355,4.582553350804941
Region,2024-08-01,Openings,635,13348,4.757267006293078
Region,2024-08-01,Closures,627,13348,4.6973329337728496
Region,2024-09-01,Openings,627,13324,4.705794055839087
Region,2024-09-01,Closures,661,13324,4.960972680876614
Region,2024-10-01,Openings,659,13303,4.953769826354957
Region,2024-10-01,Closures,677,13303,5.089077651657521
Region,2024-11-01,Openings,695,13345,5.207943049831398
Region,2024-11-01,Closures,644,13345,4.825777444735857
Region,2024-12-01,Openings,679,13386,5.072463768115942
Region,2024-12-01,Closures,692,13386,5.169580158374421
Region,2025-01-01,Openings,644,13304,4.840649428743235
Region,2025-01-01,Closures,695,13304,5.223992784125075
Region,2025-02-01,Openings,644,13300,4.842105263157895
Region,2025-02-01,Closures,613,13300,4.609022556390977
Region,2025-03-01,Openings,657,13277,4.948407019658055
Region,2025-03-01,Closures,665,13277,5.0086615952398885
Region,2025-04-01,Openings,637,13280,4.796686746987952
Region,2025-04-01,Closures,638,13280,4.804216867469879
Region,2025-05-01,Openings,659,13278,4.963096851935533
Region,2025-05-01,Closures,663,13278,4.993221870763669
Region,2025-06-01,Openings,668,13280,5.03012048192771
Region,2025-06-01,Closures,671,13280,5.052710843373494
Region,2025-07-01,Openings,701,13318,5.263553086048956
Region,2025-07-01,Closures,669,13318,5.023276768283526
Region,2025-08-01,Openings,691,13309,5.191975355022917
Region,2025-08-01,Closures,697,13309,5.2370576301750695
Region,2025-09-01,Openings,676,13339,5.067846165379714
Region,2025-09-01,Closures,653,13339,4.895419446735137
Region,2025-10-01,Openings,665,13352,4.9805272618334335
Region,2025-10-01,Closures,646,13352,4.838226482923907
Region,2025-11-01,Openings,653,13316,4.903875037548813
Region,2025-11-01,Closures,703,13316,5.2793631721237615
Region,2025-12-01,Openings,660,13334,4.949752512374381
Region,2025-12-01,Closures,664,13334,4.979751012449377
Region,2026-01-01,Openings,599,13307,4.501390245735328
Region,2026-01-01,Closures,640,13307,4.809498760051101
Region,2026-02-01,Openings,662,13266,4.990200512588572
Region,2026-02-01,Closures,668,13266,5.035428916025931
Region,2026-03-01,Openings,690,13232,5.214631197097944
Region,2026-03-01,Closures,693,13232,5.237303506650544
Region,2026-04-01,Openings,712,13278,5.362253351408345
Region,2026-04-01,Closures,665,13278,5.008284380177738
Region,2026-05-01,Openings,673,13270,5.071590052750565
Region,2026-05-01,Closures,683,13270,5.146948003014318
